FormDesc;FormDoc;FormWidth;FormHeight;FormDisp;Code;CodeDisp;CodeTitle;CodeTop;CodeLeft;CodeWidth;CodeHeight;CodeExercice;CompteMini;CompteMaxi;CompteJournal;CompteType;CompteSideb;CompteSicre;CompteSoustraire;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DU;Autres charges;BU;650;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DV;Total des charges d'exploitation (II);DJ + DK + DL + DM + DN + DP + DQ + DR + DS + DT + DU;710;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DW;Résultat d'exploitation (I - II);DH - DV;740;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DX;Produits financiers (III);BX;770;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DY;Produits exceptionnels (IV);BY;800;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DZ;Charges financières (V);BZ;830;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;EA;Charges exceptionnelles (VI);CA;861;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;EB;Impôts sur les bénéfices (VII);CB;891;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;EC;Bénéfice ou perte : produits (I + III + IV) - charges (II + V + VI + VII);DH + DX + DY - DV - DZ - EA - EB;921;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;ED;RESULTAT FISCAL (perte :);si CC inf 0 alors CC;954;837;119;29;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;EM;Résultat fiscal avant imputation des déficits antérieurs (perte :);si CC inf 0 alors CC;1435;813;118;26;formuleN;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;GN;Autres charges externes (dont crédit-bail mobilier :);Solde Débit-Crédit de : 6122;468;353;94;22;compteN;6122;6122;;solde_debit;f;f;f;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;Z1;Info societe;#info_societe;40;360;450;26;divers;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;Z2;exercice clos le;#exercice;70;694;;26;divers;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;Z3;exercice n-1 clos le;#exercice_N1;70;844;;26;divers;;;;;;;;
